Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2019-01-01T00:00;2019-01-01T00:15;1;EUR;MWh;NO;NO;58.01;34.85;58.01;34.85;2;UP_AND_DOWN
2019-01-01T00:15;2019-01-01T00:30;2;EUR;MWh;NO;NO;;38.85;38.85;38.85;-1;DOWN
2019-01-01T00:30;2019-01-01T00:45;3;EUR;MWh;NO;NO;;42.85;42.85;42.85;-1;DOWN
2019-01-01T00:45;2019-01-01T01:00;4;EUR;MWh;NO;NO;;39.03;39.03;39.03;-1;DOWN
2019-01-01T01:00;2019-01-01T01:15;5;EUR;MWh;NO;NO;;42.85;42.85;42.85;-1;DOWN
2019-01-01T01:15;2019-01-01T01:30;6;EUR;MWh;NO;NO;;38.85;38.85;38.85;-1;DOWN
2019-01-01T01:30;2019-01-01T01:45;7;EUR;MWh;NO;NO;;38.85;38.85;38.85;-1;DOWN
2019-01-01T01:45;2019-01-01T02:00;8;EUR;MWh;NO;NO;;25.39;25.39;25.39;-1;DOWN
2019-01-01T02:00;2019-01-01T02:15;9;EUR;MWh;NO;NO;58.61;25.39;58.61;58.61;1;UP
2019-01-01T02:15;2019-01-01T02:30;10;EUR;MWh;NO;NO;58.61;45.56;45.56;45.56;-1;DOWN
2019-01-01T02:30;2019-01-01T02:45;11;EUR;MWh;NO;NO;;34.85;34.85;34.85;-1;DOWN
2019-01-01T02:45;2019-01-01T03:00;12;EUR;MWh;NO;NO;;30.95;30.95;30.95;-1;DOWN
2019-01-01T03:00;2019-01-01T03:15;13;EUR;MWh;NO;NO;43.31;17.58;43.31;43.31;1;UP
2019-01-01T03:15;2019-01-01T03:30;14;EUR;MWh;NO;NO;43.32;17.58;43.32;43.32;1;UP
2019-01-01T03:30;2019-01-01T03:45;15;EUR;MWh;NO;NO;;34.85;34.85;34.85;-1;DOWN
2019-01-01T03:45;2019-01-01T04:00;16;EUR;MWh;NO;NO;;38.85;38.85;38.85;-1;DOWN
2019-01-01T04:00;2019-01-01T04:15;17;EUR;MWh;NO;NO;;37.27;37.27;37.27;-1;DOWN
2019-01-01T04:15;2019-01-01T04:30;18;EUR;MWh;NO;NO;;38.77;38.77;38.77;-1;DOWN
2019-01-01T04:30;2019-01-01T04:45;19;EUR;MWh;NO;NO;;24.03;24.03;24.03;-1;DOWN
2019-01-01T04:45;2019-01-01T05:00;20;EUR;MWh;NO;NO;;22.2;22.2;22.2;-1;DOWN
2019-01-01T05:00;2019-01-01T05:15;21;EUR;MWh;NO;NO;;39.03;39.03;39.03;-1;DOWN
2019-01-01T05:15;2019-01-01T05:30;22;EUR;MWh;NO;NO;;17.03;17.03;17.03;-1;DOWN
2019-01-01T05:30;2019-01-01T05:45;23;EUR;MWh;NO;NO;;30.25;30.25;30.25;-1;DOWN
2019-01-01T05:45;2019-01-01T06:00;24;EUR;MWh;NO;NO;;19.85;19.85;19.85;-1;DOWN
2019-01-01T06:00;2019-01-01T06:15;25;EUR;MWh;NO;NO;;44.3;44.3;44.3;-1;DOWN
2019-01-01T06:15;2019-01-01T06:30;26;EUR;MWh;NO;NO;;32.97;32.97;32.97;-1;DOWN
2019-01-01T06:30;2019-01-01T06:45;27;EUR;MWh;NO;NO;;37.03;37.03;37.03;-1;DOWN
2019-01-01T06:45;2019-01-01T07:00;28;EUR;MWh;NO;NO;;35.32;35.32;35.32;-1;DOWN
2019-01-01T07:00;2019-01-01T07:15;29;EUR;MWh;NO;NO;;36.97;36.97;36.97;-1;DOWN
2019-01-01T07:15;2019-01-01T07:30;30;EUR;MWh;NO;NO;;27.03;27.03;27.03;-1;DOWN
2019-01-01T07:30;2019-01-01T07:45;31;EUR;MWh;NO;NO;;30.08;30.08;30.08;-1;DOWN
2019-01-01T07:45;2019-01-01T08:00;32;EUR;MWh;NO;NO;;36.26;36.26;36.26;-1;DOWN
2019-01-01T08:00;2019-01-01T08:15;33;EUR;MWh;NO;NO;;-68.55;-68.55;-68.55;-1;DOWN
2019-01-01T08:15;2019-01-01T08:30;34;EUR;MWh;NO;NO;;15.33;15.33;15.33;-1;DOWN
2019-01-01T08:30;2019-01-01T08:45;35;EUR;MWh;NO;NO;;21.6;21.6;21.6;-1;DOWN
2019-01-01T08:45;2019-01-01T09:00;36;EUR;MWh;NO;NO;;15.77;15.77;15.77;-1;DOWN
2019-01-01T09:00;2019-01-01T09:15;37;EUR;MWh;NO;NO;48.98;15.77;48.98;48.98;1;UP
2019-01-01T09:15;2019-01-01T09:30;38;EUR;MWh;NO;NO;;;46.51;46.51;0;STABLE
2019-01-01T09:30;2019-01-01T09:45;39;EUR;MWh;NO;NO;57.06;;57.06;57.06;1;UP
2019-01-01T09:45;2019-01-01T10:00;40;EUR;MWh;NO;NO;157.02;;157.02;157.02;1;UP
2019-01-01T10:00;2019-01-01T10:15;41;EUR;MWh;NO;NO;167.6;;167.6;167.6;1;UP
2019-01-01T10:15;2019-01-01T10:30;42;EUR;MWh;NO;NO;363.63;;363.63;363.63;1;UP
2019-01-01T10:30;2019-01-01T10:45;43;EUR;MWh;NO;NO;93.22;;93.22;93.22;1;UP
2019-01-01T10:45;2019-01-01T11:00;44;EUR;MWh;NO;NO;167.6;;167.6;167.6;1;UP
2019-01-01T11:00;2019-01-01T11:15;45;EUR;MWh;NO;NO;119.17;;119.17;119.17;1;UP
2019-01-01T11:15;2019-01-01T11:30;46;EUR;MWh;NO;NO;262.62;;262.62;262.62;1;UP
2019-01-01T11:30;2019-01-01T11:45;47;EUR;MWh;NO;NO;262.62;;262.62;262.62;1;UP
2019-01-01T11:45;2019-01-01T12:00;48;EUR;MWh;NO;NO;110.02;;110.02;110.02;1;UP
2019-01-01T12:00;2019-01-01T12:15;49;EUR;MWh;NO;NO;123.17;;123.17;123.17;1;UP
2019-01-01T12:15;2019-01-01T12:30;50;EUR;MWh;NO;NO;62.86;;62.86;62.86;1;UP
2019-01-01T12:30;2019-01-01T12:45;51;EUR;MWh;NO;NO;78.27;;78.27;78.27;1;UP
2019-01-01T12:45;2019-01-01T13:00;52;EUR;MWh;NO;NO;57.06;;57.06;57.06;1;UP
2019-01-01T13:00;2019-01-01T13:15;53;EUR;MWh;NO;NO;57.06;17.97;17.97;17.97;-1;DOWN
2019-01-01T13:15;2019-01-01T13:30;54;EUR;MWh;NO;NO;44.97;40.97;47.38;40.97;2;UP_AND_DOWN
2019-01-01T13:30;2019-01-01T13:45;55;EUR;MWh;NO;NO;;40.03;40.03;40.03;-1;DOWN
2019-01-01T13:45;2019-01-01T14:00;56;EUR;MWh;NO;NO;;41.3;41.3;41.3;-1;DOWN
2019-01-01T14:00;2019-01-01T14:15;57;EUR;MWh;NO;NO;;40.97;40.97;40.97;-1;DOWN
2019-01-01T14:15;2019-01-01T14:30;58;EUR;MWh;NO;NO;;40.97;40.97;40.97;-1;DOWN
2019-01-01T14:30;2019-01-01T14:45;59;EUR;MWh;NO;NO;44.97;40.97;46.53;40.97;2;UP_AND_DOWN
2019-01-01T14:45;2019-01-01T15:00;60;EUR;MWh;NO;NO;;40.03;40.03;40.03;-1;DOWN
2019-01-01T15:00;2019-01-01T15:15;61;EUR;MWh;NO;NO;62.48;48.66;62.48;46.53;2;UP_AND_DOWN
2019-01-01T15:15;2019-01-01T15:30;62;EUR;MWh;NO;NO;62.48;40.97;40.97;40.97;-1;DOWN
2019-01-01T15:30;2019-01-01T15:45;63;EUR;MWh;NO;NO;;44.61;44.61;44.61;-1;DOWN
2019-01-01T15:45;2019-01-01T16:00;64;EUR;MWh;NO;NO;;40.67;40.67;40.67;-1;DOWN
2019-01-01T16:00;2019-01-01T16:15;65;EUR;MWh;NO;NO;;-44.72;-44.72;-44.72;-1;DOWN
