Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2021-01-01T00:00;2021-01-01T00:15;1;EUR;MWh;NO;NO;;3.78;3.78;3.78;-1;DOWN
2021-01-01T00:15;2021-01-01T00:30;2;EUR;MWh;NO;NO;;12.27;12.27;12.27;-1;DOWN
2021-01-01T00:30;2021-01-01T00:45;3;EUR;MWh;NO;NO;42.89;9.59;42.89;9.59;2;UP_AND_DOWN
2021-01-01T00:45;2021-01-01T01:00;4;EUR;MWh;NO;NO;43.64;34.59;43.64;34.59;2;UP_AND_DOWN
2021-01-01T01:00;2021-01-01T01:15;5;EUR;MWh;NO;NO;;31.59;31.59;31.59;-1;DOWN
2021-01-01T01:15;2021-01-01T01:30;6;EUR;MWh;NO;NO;;;42.08;42.08;0;STABLE
2021-01-01T01:30;2021-01-01T01:45;7;EUR;MWh;NO;NO;;;42.08;42.08;0;STABLE
2021-01-01T01:45;2021-01-01T02:00;8;EUR;MWh;NO;NO;;39.97;39.97;39.97;-1;DOWN
2021-01-01T02:00;2021-01-01T02:15;9;EUR;MWh;NO;NO;;34.59;34.59;34.59;-1;DOWN
2021-01-01T02:15;2021-01-01T02:30;10;EUR;MWh;NO;NO;;11.94;11.94;11.94;-1;DOWN
2021-01-01T02:30;2021-01-01T02:45;11;EUR;MWh;NO;NO;;11.94;11.94;11.94;-1;DOWN
2021-01-01T02:45;2021-01-01T03:00;12;EUR;MWh;NO;NO;;11.94;11.94;11.94;-1;DOWN
2021-01-01T03:00;2021-01-01T03:15;13;EUR;MWh;NO;NO;;11.79;11.79;11.79;-1;DOWN
2021-01-01T03:15;2021-01-01T03:30;14;EUR;MWh;NO;NO;;10;10;10;-1;DOWN
2021-01-01T03:30;2021-01-01T03:45;15;EUR;MWh;NO;NO;;-73.5;-73.5;-73.5;-1;DOWN
2021-01-01T03:45;2021-01-01T04:00;16;EUR;MWh;NO;NO;;-4.82;-4.82;-4.82;-1;DOWN
2021-01-01T04:00;2021-01-01T04:15;17;EUR;MWh;NO;NO;;36.56;36.56;36.56;-1;DOWN
2021-01-01T04:15;2021-01-01T04:30;18;EUR;MWh;NO;NO;;36.56;36.56;36.56;-1;DOWN
2021-01-01T04:30;2021-01-01T04:45;19;EUR;MWh;NO;NO;;26.59;26.59;26.59;-1;DOWN
2021-01-01T04:45;2021-01-01T05:00;20;EUR;MWh;NO;NO;;-8.45;-8.45;-8.45;-1;DOWN
2021-01-01T05:00;2021-01-01T05:15;21;EUR;MWh;NO;NO;;31.59;31.59;31.59;-1;DOWN
