Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2020-01-01T13:45;2020-01-01T14:00;56;EUR;MWh;NO;NO;33.77;;33.77;33.77;1;UP
2020-01-01T14:00;2020-01-01T14:15;57;EUR;MWh;NO;NO;61.22;;61.22;61.22;1;UP
2020-01-01T14:15;2020-01-01T14:30;58;EUR;MWh;NO;NO;61.22;;61.22;61.22;1;UP
2020-01-01T14:30;2020-01-01T14:45;59;EUR;MWh;NO;NO;33.25;;33.25;33.25;1;UP
2020-01-01T14:45;2020-01-01T15:00;60;EUR;MWh;NO;NO;39.02;;39.02;39.02;1;UP
2020-01-01T15:00;2020-01-01T15:15;61;EUR;MWh;NO;NO;56.43;;56.43;56.43;1;UP
2020-01-01T15:15;2020-01-01T15:30;62;EUR;MWh;NO;NO;37.77;;37.77;37.77;1;UP
2020-01-01T15:30;2020-01-01T15:45;63;EUR;MWh;NO;NO;56.43;;56.43;56.43;1;UP
2020-01-01T15:45;2020-01-01T16:00;64;EUR;MWh;NO;NO;65.04;;65.04;65.04;1;UP
2020-01-01T16:00;2020-01-01T16:15;65;EUR;MWh;NO;NO;33.37;;33.37;33.37;1;UP
2020-01-01T16:15;2020-01-01T16:30;66;EUR;MWh;NO;NO;33.37;;33.37;33.37;1;UP
2020-01-01T16:30;2020-01-01T16:45;67;EUR;MWh;NO;NO;208.02;;208.02;208.02;1;UP
2020-01-01T16:45;2020-01-01T17:00;68;EUR;MWh;NO;NO;251.87;;251.87;251.87;1;UP
2020-01-01T17:00;2020-01-01T17:15;69;EUR;MWh;NO;NO;251.87;-129.6;-129.6;-129.6;-1;DOWN
2020-01-01T17:15;2020-01-01T17:30;70;EUR;MWh;NO;NO;;29.06;29.06;29.06;-1;DOWN
2020-01-01T17:30;2020-01-01T17:45;71;EUR;MWh;NO;NO;;;29.15;29.15;0;STABLE
2020-01-01T17:45;2020-01-01T18:00;72;EUR;MWh;YES;NO;495;;495;495;1;UP
2020-01-01T18:00;2020-01-01T18:15;73;EUR;MWh;YES;NO;365.22;;365.22;365.22;1;UP
2020-01-01T18:15;2020-01-01T18:30;74;EUR;MWh;YES;NO;244.05;;244.05;244.05;1;UP
2020-01-01T18:30;2020-01-01T18:45;75;EUR;MWh;YES;NO;244.05;;244.05;244.05;1;UP
2020-01-01T18:45;2020-01-01T19:00;76;EUR;MWh;YES;NO;244.05;;244.05;244.05;1;UP
2020-01-01T19:00;2020-01-01T19:15;77;EUR;MWh;NO;NO;90.02;;90.02;90.02;1;UP
2020-01-01T19:15;2020-01-01T19:30;78;EUR;MWh;NO;NO;164.02;;164.02;164.02;1;UP
2020-01-01T19:30;2020-01-01T19:45;79;EUR;MWh;NO;NO;33.59;;33.59;33.59;1;UP
2020-01-01T19:45;2020-01-01T20:00;80;EUR;MWh;NO;NO;134.02;;134.02;134.02;1;UP
2020-01-01T20:00;2020-01-01T20:15;81;EUR;MWh;NO;NO;134.02;-54.35;-54.35;-54.35;-1;DOWN
2020-01-01T20:15;2020-01-01T20:30;82;EUR;MWh;NO;NO;32.02;-35.85;33.74;-35.85;2;UP_AND_DOWN
2020-01-01T20:30;2020-01-01T20:45;83;EUR;MWh;NO;NO;30.17;-54.35;33.74;-54.35;2;UP_AND_DOWN
2020-01-01T20:45;2020-01-01T21:00;84;EUR;MWh;NO;NO;30.17;-19.85;-19.85;-19.85;-1;DOWN
2020-01-01T21:00;2020-01-01T21:15;85;EUR;MWh;NO;NO;251.87;24.03;251.87;24.03;2;UP_AND_DOWN
2020-01-01T21:15;2020-01-01T21:30;86;EUR;MWh;NO;NO;39.02;;39.02;39.02;1;UP
2020-01-01T21:30;2020-01-01T21:45;87;EUR;MWh;NO;NO;;;29.16;29.16;0;STABLE
2020-01-01T21:45;2020-01-01T22:00;88;EUR;MWh;NO;NO;;;29.16;29.16;0;STABLE
2020-01-01T22:00;2020-01-01T22:15;89;EUR;MWh;NO;NO;157.02;;157.02;157.02;1;UP
2020-01-01T22:15;2020-01-01T22:30;90;EUR;MWh;NO;NO;31.43;;31.43;31.43;1;UP
2020-01-01T22:30;2020-01-01T22:45;91;EUR;MWh;NO;NO;31.43;;31.43;31.43;1;UP
2020-01-01T22:45;2020-01-01T23:00;92;EUR;MWh;NO;NO;29.93;;29.93;29.93;1;UP
2020-01-01T23:00;2020-01-01T23:15;93;EUR;MWh;NO;NO;;;28.91;28.91;0;STABLE
2020-01-01T23:15;2020-01-01T23:30;94;EUR;MWh;NO;NO;33.77;;33.77;33.77;1;UP
2020-01-01T23:30;2020-01-01T23:45;95;EUR;MWh;NO;NO;28.75;;28.75;28.75;1;UP
2020-01-01T23:45;2020-01-02T00:00;96;EUR;MWh;NO;NO;;21.77;21.77;21.77;-1;DOWN
2020-01-02T00:00;2020-01-02T00:15;1;EUR;MWh;NO;NO;;21.01;21.01;21.01;-1;DOWN
2020-01-02T00:15;2020-01-02T00:30;2;EUR;MWh;NO;NO;;-3.04;-3.04;-3.04;-1;DOWN
2020-01-02T00:30;2020-01-02T00:45;3;EUR;MWh;NO;NO;;23.78;23.78;23.78;-1;DOWN
2020-01-02T00:45;2020-01-02T01:00;4;EUR;MWh;NO;NO;;35.24;35.24;35.24;-1;DOWN
2020-01-02T01:00;2020-01-02T01:15;5;EUR;MWh;NO;NO;;25.01;25.01;25.01;-1;DOWN
2020-01-02T01:15;2020-01-02T01:30;6;EUR;MWh;NO;NO;;;31.82;31.82;0;STABLE
2020-01-02T01:30;2020-01-02T01:45;7;EUR;MWh;NO;NO;;;31.82;31.82;0;STABLE
2020-01-02T01:45;2020-01-02T02:00;8;EUR;MWh;NO;NO;;21.01;21.01;21.01;-1;DOWN
2020-01-02T02:00;2020-01-02T02:15;9;EUR;MWh;NO;NO;32.57;17.01;32.57;17.01;2;UP_AND_DOWN
2020-01-02T02:15;2020-01-02T02:30;10;EUR;MWh;NO;NO;33.39;;33.39;33.39;1;UP
2020-01-02T02:30;2020-01-02T02:45;11;EUR;MWh;NO;NO;29.01;22.06;29.01;22.06;2;UP_AND_DOWN
2020-01-02T02:45;2020-01-02T03:00;12;EUR;MWh;NO;NO;;15.72;15.72;15.72;-1;DOWN
2020-01-02T03:00;2020-01-02T03:15;13;EUR;MWh;NO;NO;;;28.57;28.57;0;STABLE
2020-01-02T03:15;2020-01-02T03:30;14;EUR;MWh;NO;NO;;25.01;25.01;25.01;-1;DOWN
2020-01-02T03:30;2020-01-02T03:45;15;EUR;MWh;NO;NO;;21.01;21.01;21.01;-1;DOWN
2020-01-02T03:45;2020-01-02T04:00;16;EUR;MWh;NO;NO;;21.01;21.01;21.01;-1;DOWN
2020-01-02T04:00;2020-01-02T04:15;17;EUR;MWh;NO;NO;28.76;21.01;28.76;28.76;1;UP
2020-01-02T04:15;2020-01-02T04:30;18;EUR;MWh;NO;NO;28.76;;28.76;28.76;1;UP
2020-01-02T04:30;2020-01-02T04:45;19;EUR;MWh;NO;NO;29.01;;29.01;29.01;1;UP
2020-01-02T04:45;2020-01-02T05:00;20;EUR;MWh;NO;NO;53.96;;53.96;53.96;1;UP
2020-01-02T05:00;2020-01-02T05:15;21;EUR;MWh;NO;NO;79.3;;79.3;79.3;1;UP
2020-01-02T05:15;2020-01-02T05:30;22;EUR;MWh;NO;NO;;;28.58;28.58;0;STABLE
