NUTS2_code,process,season,day_type,hour,load,temperature
CH04,heating_residential,,0,2,357.0,-6.0
CH04,heating_residential,,0,2,337.9,-5.0
CH04,heating_residential,,0,2,318.5,-4.0
CH04,heating_residential,,0,2,299.9,-3.0
CH04,heating_residential,,0,2,282.0,-2.0
CH04,heating_residential,,0,2,264.9,-1.0
CH04,heating_residential,,0,2,248.4,0.0
CH04,heating_residential,,0,2,231.8,1.0
CH04,heating_residential,,0,2,216.8,2.0
CH04,heating_residential,,0,2,200.0,3.0
CH04,heating_residential,,0,2,185.4,4.0
CH04,heating_residential,,0,2,170.9,5.0
CH04,heating_residential,,0,2,156.7,6.0
CH04,heating_residential,,0,2,143.1,7.0
CH04,heating_residential,,0,2,129.6,8.0
CH04,heating_residential,,0,2,114.5,9.0
CH04,heating_residential,,0,2,100.1,10.0
CH04,heating_residential,,0,2,86.1,11.0
CH04,heating_residential,,0,2,72.3,12.0
CH04,heating_residential,,0,2,58.5,13.0
CH04,heating_residential,,0,2,44.7,14.0
CH04,heating_residential,,0,2,28.8,15.0
CH04,heating_residential,,0,2,13.2,16.0
CH04,heating_residential,,0,2,13.2,17.0
CH04,heating_residential,,0,3,556.0,-15.0
CH04,heating_residential,,0,3,531.5,-14.0
CH04,heating_residential,,0,3,508.3,-13.0
CH04,heating_residential,,0,3,484.7,-12.0
CH04,heating_residential,,0,3,462.2,-11.0
CH04,heating_residential,,0,3,441.0,-10.0
CH04,heating_residential,,0,3,419.1,-9.0
CH04,heating_residential,,0,3,398.1,-8.0
CH04,heating_residential,,0,3,377.3,-7.0
CH04,heating_residential,,0,3,358.1,-6.0
CH04,heating_residential,,0,3,338.2,-5.0
CH04,heating_residential,,0,3,319.2,-4.0
CH04,heating_residential,,0,3,300.6,-3.0
CH04,heating_residential,,0,3,282.7,-2.0
CH04,heating_residential,,0,3,265.9,-1.0
CH04,heating_residential,,0,3,249.5,0.0
CH04,heating_residential,,0,3,233.1,1.0
CH04,heating_residential,,0,3,217.4,2.0
CH04,heating_residential,,0,3,200.7,3.0
CH04,heating_residential,,0,3,185.7,4.0
CH04,heating_residential,,0,3,171.6,5.0
CH04,heating_residential,,0,3,157.7,6.0
CH04,heating_residential,,0,3,143.7,7.0
CH04,heating_residential,,0,3,130.2,8.0
CH04,heating_residential,,0,3,115.5,9.0
CH04,heating_residential,,0,3,101.0,10.0
CH04,heating_residential,,0,3,87.0,11.0
CH04,heating_residential,,0,3,73.5,12.0
CH04,heating_residential,,0,3,60.0,13.0
CH04,heating_residential,,0,3,46.8,14.0
CH04,heating_residential,,0,3,29.4,15.0
CH04,heating_residential,,0,3,13.2,16.0
CH04,heating_residential,,0,3,13.2,17.0
CH04,heating_residential,,0,4,562.5,-15.0
CH04,heating_residential,,0,4,537.5,-14.0
CH04,heating_residential,,0,4,513.8,-13.0
CH04,heating_residential,,0,4,490.2,-12.0
CH04,heating_residential,,0,4,467.6,-11.0
