NUTS2_code,process,season,day_type,hour,load,temperature
AT11,cooling_residential,,0,1,0.500776,40.0
AT11,cooling_residential,,0,1,0.478013,39.0
AT11,cooling_residential,,0,1,0.455251,38.0
AT11,cooling_residential,,0,1,0.432488,37.0
AT11,cooling_residential,,0,1,0.409726,36.0
AT11,cooling_residential,,0,1,0.386963,35.0
AT11,cooling_residential,,0,1,0.364201,34.0
AT11,cooling_residential,,0,1,0.341438,33.0
AT11,cooling_residential,,0,1,0.318676,32.0
AT11,cooling_residential,,0,1,0.295913,31.0
AT11,cooling_residential,,0,1,0.273151,30.0
AT11,cooling_residential,,0,1,0.250388,29.0
AT11,cooling_residential,,0,1,0.227625,28.0
AT11,cooling_residential,,0,1,0.204863,27.0
AT11,cooling_residential,,0,1,0.1821,26.0
AT11,cooling_residential,,0,1,0.159338,25.0
AT11,cooling_residential,,0,1,0.136575,24.0
AT11,cooling_residential,,0,1,0.113813,23.0
AT11,cooling_residential,,0,1,0.0910502,22.0
AT11,cooling_residential,,0,1,0.0682876,21.0
AT11,cooling_residential,,0,1,0.0455251,20.0
AT11,cooling_residential,,0,1,0.0227625,19.0
AT11,cooling_residential,,0,2,0.455251,40.0
AT11,cooling_residential,,0,2,0.434558,39.0
AT11,cooling_residential,,0,2,0.413864,38.0
AT11,cooling_residential,,0,2,0.393171,37.0
AT11,cooling_residential,,0,2,0.372478,36.0
AT11,cooling_residential,,0,2,0.351785,35.0
AT11,cooling_residential,,0,2,0.331092,34.0
AT11,cooling_residential,,0,2,0.310398,33.0
AT11,cooling_residential,,0,2,0.289705,32.0
AT11,cooling_residential,,0,2,0.269012,31.0
AT11,cooling_residential,,0,2,0.248319,30.0
AT11,cooling_residential,,0,2,0.227625,29.0
AT11,cooling_residential,,0,2,0.206932,28.0
AT11,cooling_residential,,0,2,0.186239,27.0
AT11,cooling_residential,,0,2,0.165546,26.0
AT11,cooling_residential,,0,2,0.144853,25.0
AT11,cooling_residential,,0,2,0.124159,24.0
AT11,cooling_residential,,0,2,0.103466,23.0
AT11,cooling_residential,,0,2,0.0827729,22.0
AT11,cooling_residential,,0,2,0.0620797,21.0
AT11,cooling_residential,,0,2,0.0413864,20.0
AT11,cooling_residential,,0,2,0.0206932,19.0
AT11,cooling_residential,,0,3,0.409726,40.0
AT11,cooling_residential,,0,3,0.391102,39.0
AT11,cooling_residential,,0,3,0.372478,38.0
AT11,cooling_residential,,0,3,0.353854,37.0
AT11,cooling_residential,,0,3,0.33523,36.0
AT11,cooling_residential,,0,3,0.316606,35.0
AT11,cooling_residential,,0,3,0.297982,34.0
AT11,cooling_residential,,0,3,0.279359,33.0
AT11,cooling_residential,,0,3,0.260735,32.0
AT11,cooling_residential,,0,3,0.242111,31.0
AT11,cooling_residential,,0,3,0.223487,30.0
AT11,cooling_residential,,0,3,0.204863,29.0
AT11,cooling_residential,,0,3,0.186239,28.0
AT11,cooling_residential,,0,3,0.167615,27.0
AT11,cooling_residential,,0,3,0.148991,26.0
AT11,cooling_residential,,0,3,0.130367,25.0
AT11,cooling_residential,,0,3,0.111743,24.0
AT11,cooling_residential,,0,3,0.0931195,23.0
AT11,cooling_residential,,0,3,0.0744956,22.0
AT11,cooling_residential,,0,3,0.0558717,21.0
AT11,cooling_residential,,0,3,0.0372478,20.0
AT11,cooling_residential,,0,3,0.0186239,19.0
AT11,cooling_residential,,0,4,0.364201,40.0
AT11,cooling_residential,,0,4,0.347646,39.0
AT11,cooling_residential,,0,4,0.331092,38.0
AT11,cooling_residential,,0,4,0.314537,37.0
AT11,cooling_residential,,0,4,0.297982,36.0
AT11,cooling_residential,,0,4,0.281428,35.0
AT11,cooling_residential,,0,4,0.264873,34.0
AT11,cooling_residential,,0,4,0.248319,33.0
AT11,cooling_residential,,0,4,0.231764,32.0
AT11,cooling_residential,,0,4,0.21521,31.0
AT11,cooling_residential,,0,4,0.198655,30.0
AT11,cooling_residential,,0,4,0.1821,29.0
AT11,cooling_residential,,0,4,0.165546,28.0
AT11,cooling_residential,,0,4,0.148991,27.0
AT11,cooling_residential,,0,4,0.132437,26.0
AT11,cooling_residential,,0,4,0.115882,25.0
AT11,cooling_residential,,0,4,0.0993275,24.0
AT11,cooling_residential,,0,4,0.0827729,23.0
AT11,cooling_residential,,0,4,0.0662183,22.0
AT11,cooling_residential,,0,4,0.0496637,21.0
AT11,cooling_residential,,0,4,0.0331092,20.0
AT11,cooling_residential,,0,4,0.0165546,19.0
AT11,cooling_residential,,0,5,0.341438,40.0
AT11,cooling_residential,,0,5,0.325918,39.0
AT11,cooling_residential,,0,5,0.310398,38.0
AT11,cooling_residential,,0,5,0.294878,37.0
AT11,cooling_residential,,0,5,0.279359,36.0
AT11,cooling_residential,,0,5,0.263839,35.0
AT11,cooling_residential,,0,5,0.248319,34.0
AT11,cooling_residential,,0,5,0.232799,33.0
AT11,cooling_residential,,0,5,0.217279,32.0
AT11,cooling_residential,,0,5,0.201759,31.0
AT11,cooling_residential,,0,5,0.186239,30.0
AT11,cooling_residential,,0,5,0.170719,29.0
AT11,cooling_residential,,0,5,0.155199,28.0
AT11,cooling_residential,,0,5,0.139679,27.0
AT11,cooling_residential,,0,5,0.124159,26.0
AT11,cooling_residential,,0,5,0.108639,25.0
AT11,cooling_residential,,0,5,0.0931195,24.0
AT11,cooling_residential,,0,5,0.0775996,23.0
AT11,cooling_residential,,0,5,0.0620797,22.0
AT11,cooling_residential,,0,5,0.0465598,21.0
AT11,cooling_residential,,0,5,0.0310398,20.0
AT11,cooling_residential,,0,5,0.0155199,19.0
AT11,cooling_residential,,0,6,0.364201,40.0
AT11,cooling_residential,,0,6,0.347646,39.0
AT11,cooling_residential,,0,6,0.331092,38.0
AT11,cooling_residential,,0,6,0.314537,37.0
AT11,cooling_residential,,0,6,0.297982,36.0
AT11,cooling_residential,,0,6,0.281428,35.0
AT11,cooling_residential,,0,6,0.264873,34.0
AT11,cooling_residential,,0,6,0.248319,33.0
AT11,cooling_residential,,0,6,0.231764,32.0
AT11,cooling_residential,,0,6,0.21521,31.0
AT11,cooling_residential,,0,6,0.198655,30.0
AT11,cooling_residential,,0,6,0.1821,29.0
AT11,cooling_residential,,0,6,0.165546,28.0
AT11,cooling_residential,,0,6,0.148991,27.0
AT11,cooling_residential,,0,6,0.132437,26.0
AT11,cooling_residential,,0,6,0.115882,25.0
AT11,cooling_residential,,0,6,0.0993275,24.0
AT11,cooling_residential,,0,6,0.0827729,23.0
AT11,cooling_residential,,0,6,0.0662183,22.0
AT11,cooling_residential,,0,6,0.0496637,21.0
AT11,cooling_residential,,0,6,0.0331092,20.0
AT11,cooling_residential,,0,6,0.0165546,19.0
AT11,cooling_residential,,0,7,0.386963,40.0
AT11,cooling_residential,,0,7,0.369374,39.0
AT11,cooling_residential,,0,7,0.351785,38.0
AT11,cooling_residential,,0,7,0.334196,37.0
AT11,cooling_residential,,0,7,0.316606,36.0
AT11,cooling_residential,,0,7,0.299017,35.0
AT11,cooling_residential,,0,7,0.281428,34.0
AT11,cooling_residential,,0,7,0.263839,33.0
AT11,cooling_residential,,0,7,0.246249,32.0
AT11,cooling_residential,,0,7,0.22866,31.0
AT11,cooling_residential,,0,7,0.211071,30.0
AT11,cooling_residential,,0,7,0.193482,29.0
AT11,cooling_residential,,0,7,0.175892,28.0
AT11,cooling_residential,,0,7,0.158303,27.0
AT11,cooling_residential,,0,7,0.140714,26.0
AT11,cooling_residential,,0,7,0.123125,25.0
AT11,cooling_residential,,0,7,0.105535,24.0
AT11,cooling_residential,,0,7,0.0879462,23.0
AT11,cooling_residential,,0,7,0.070357,22.0
AT11,cooling_residential,,0,7,0.0527677,21.0
AT11,cooling_residential,,0,7,0.0351785,20.0
AT11,cooling_residential,,0,7,0.0175892,19.0
