"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2016 06:00:00 - 02/01/2016 07:00:00","BZN|CH","Without Sequence","32.51","",""
"02/01/2016 07:00:00 - 02/01/2016 08:00:00","BZN|CH","Without Sequence","37.75","",""
"02/01/2016 08:00:00 - 02/01/2016 09:00:00","BZN|CH","Without Sequence","40.16","",""
"02/01/2016 09:00:00 - 02/01/2016 10:00:00","BZN|CH","Without Sequence","41.56","",""
"02/01/2016 10:00:00 - 02/01/2016 11:00:00","BZN|CH","Without Sequence","41.58","",""
"02/01/2016 11:00:00 - 02/01/2016 12:00:00","BZN|CH","Without Sequence","41.66","",""
"02/01/2016 12:00:00 - 02/01/2016 13:00:00","BZN|CH","Without Sequence","41.57","",""
"02/01/2016 13:00:00 - 02/01/2016 14:00:00","BZN|CH","Without Sequence","41.52","",""
"02/01/2016 14:00:00 - 02/01/2016 15:00:00","BZN|CH","Without Sequence","41.53","",""
"02/01/2016 15:00:00 - 02/01/2016 16:00:00","BZN|CH","Without Sequence","41.58","",""
"02/01/2016 16:00:00 - 02/01/2016 17:00:00","BZN|CH","Without Sequence","49.43","",""
"02/01/2016 17:00:00 - 02/01/2016 18:00:00","BZN|CH","Without Sequence","55.16","",""
"02/01/2016 18:00:00 - 02/01/2016 19:00:00","BZN|CH","Without Sequence","55.90","",""
"02/01/2016 19:00:00 - 02/01/2016 20:00:00","BZN|CH","Without Sequence","49.82","",""
"02/01/2016 20:00:00 - 02/01/2016 21:00:00","BZN|CH","Without Sequence","41.56","",""
"02/01/2016 21:00:00 - 02/01/2016 22:00:00","BZN|CH","Without Sequence","39.76","",""
"02/01/2016 22:00:00 - 02/01/2016 23:00:00","BZN|CH","Without Sequence","39.34","",""
"02/01/2016 23:00:00 - 03/01/2016 00:00:00","BZN|CH","Without Sequence","39.08","",""
"03/01/2016 00:00:00 - 03/01/2016 01:00:00","BZN|CH","Without Sequence","31.09","",""
"03/01/2016 01:00:00 - 03/01/2016 02:00:00","BZN|CH","Without Sequence","33.47","",""
"03/01/2016 02:00:00 - 03/01/2016 03:00:00","BZN|CH","Without Sequence","27.50","",""
"03/01/2016 03:00:00 - 03/01/2016 04:00:00","BZN|CH","Without Sequence","24.92","",""
"03/01/2016 04:00:00 - 03/01/2016 05:00:00","BZN|CH","Without Sequence","21.93","",""
"03/01/2016 05:00:00 - 03/01/2016 06:00:00","BZN|CH","Without Sequence","21.97","",""
"03/01/2016 06:00:00 - 03/01/2016 07:00:00","BZN|CH","Without Sequence","13.96","",""
"03/01/2016 07:00:00 - 03/01/2016 08:00:00","BZN|CH","Without Sequence","14.57","",""
"03/01/2016 08:00:00 - 03/01/2016 09:00:00","BZN|CH","Without Sequence","18.73","",""
"03/01/2016 09:00:00 - 03/01/2016 10:00:00","BZN|CH","Without Sequence","34.20","",""
"03/01/2016 10:00:00 - 03/01/2016 11:00:00","BZN|CH","Without Sequence","37.53","",""
"03/01/2016 11:00:00 - 03/01/2016 12:00:00","BZN|CH","Without Sequence","36.42","",""
"03/01/2016 12:00:00 - 03/01/2016 13:00:00","BZN|CH","Without Sequence","36.13","",""
"03/01/2016 13:00:00 - 03/01/2016 14:00:00","BZN|CH","Without Sequence","34.42","",""
"03/01/2016 14:00:00 - 03/01/2016 15:00:00","BZN|CH","Without Sequence","34.44","",""
"03/01/2016 15:00:00 - 03/01/2016 16:00:00","BZN|CH","Without Sequence","32.51","",""
"03/01/2016 16:00:00 - 03/01/2016 17:00:00","BZN|CH","Without Sequence","39.62","",""
"03/01/2016 17:00:00 - 03/01/2016 18:00:00","BZN|CH","Without Sequence","55.48","",""
"03/01/2016 18:00:00 - 03/01/2016 19:00:00","BZN|CH","Without Sequence","55.93","",""
"03/01/2016 19:00:00 - 03/01/2016 20:00:00","BZN|CH","Without Sequence","54.97","",""
"03/01/2016 20:00:00 - 03/01/2016 21:00:00","BZN|CH","Without Sequence","51.34","",""
"03/01/2016 21:00:00 - 03/01/2016 22:00:00","BZN|CH","Without Sequence","45.00","",""
"03/01/2016 22:00:00 - 03/01/2016 23:00:00","BZN|CH","Without Sequence","42.60","",""
"03/01/2016 23:00:00 - 04/01/2016 00:00:00","BZN|CH","Without Sequence","40.84","",""
"04/01/2016 00:00:00 - 04/01/2016 01:00:00","BZN|CH","Without Sequence","34.85","",""
"04/01/2016 01:00:00 - 04/01/2016 02:00:00","BZN|CH","Without Sequence","29.15","",""
"04/01/2016 02:00:00 - 04/01/2016 03:00:00","BZN|CH","Without Sequence","26.59","",""
"04/01/2016 03:00:00 - 04/01/2016 04:00:00","BZN|CH","Without Sequence","22.99","",""
"04/01/2016 04:00:00 - 04/01/2016 05:00:00","BZN|CH","Without Sequence","22.99","",""
"04/01/2016 05:00:00 - 04/01/2016 06:00:00","BZN|CH","Without Sequence","31.71","",""
"04/01/2016 06:00:00 - 04/01/2016 07:00:00","BZN|CH","Without Sequence","40.48","",""
"04/01/2016 07:00:00 - 04/01/2016 08:00:00","BZN|CH","Without Sequence","49.46","",""
"04/01/2016 08:00:00 - 04/01/2016 09:00:00","BZN|CH","Without Sequence","55.40","",""
"04/01/2016 09:00:00 - 04/01/2016 10:00:00","BZN|CH","Without Sequence","55.90","",""
"04/01/2016 10:00:00 - 04/01/2016 11:00:00","BZN|CH","Without Sequence","55.46","",""
"04/01/2016 11:00:00 - 04/01/2016 12:00:00","BZN|CH","Without Sequence","56.15","",""
"04/01/2016 12:00:00 - 04/01/2016 13:00:00","BZN|CH","Without Sequence","53.76","",""
"04/01/2016 13:00:00 - 04/01/2016 14:00:00","BZN|CH","Without Sequence","45.05","",""
"04/01/2016 14:00:00 - 04/01/2016 15:00:00","BZN|CH","Without Sequence","47.87","",""
"04/01/2016 15:00:00 - 04/01/2016 16:00:00","BZN|CH","Without Sequence","53.17","",""
"04/01/2016 16:00:00 - 04/01/2016 17:00:00","BZN|CH","Without Sequence","55.91","",""
"04/01/2016 17:00:00 - 04/01/2016 18:00:00","BZN|CH","Without Sequence","59.95","",""
"04/01/2016 18:00:00 - 04/01/2016 19:00:00","BZN|CH","Without Sequence","58.00","",""
"04/01/2016 19:00:00 - 04/01/2016 20:00:00","BZN|CH","Without Sequence","56.95","",""
"04/01/2016 20:00:00 - 04/01/2016 21:00:00","BZN|CH","Without Sequence","54.07","",""
"04/01/2016 21:00:00 - 04/01/2016 22:00:00","BZN|CH","Without Sequence","48.12","",""
"04/01/2016 22:00:00 - 04/01/2016 23:00:00","BZN|CH","Without Sequence","44.94","",""
"04/01/2016 23:00:00 - 05/01/2016 00:00:00","BZN|CH","Without Sequence","41.43","",""
"05/01/2016 00:00:00 - 05/01/2016 01:00:00","BZN|CH","Without Sequence","37.62","",""
"05/01/2016 01:00:00 - 05/01/2016 02:00:00","BZN|CH","Without Sequence","31.74","",""
"05/01/2016 02:00:00 - 05/01/2016 03:00:00","BZN|CH","Without Sequence","29.35","",""
"05/01/2016 03:00:00 - 05/01/2016 04:00:00","BZN|CH","Without Sequence","26.31","",""
"05/01/2016 04:00:00 - 05/01/2016 05:00:00","BZN|CH","Without Sequence","24.57","",""
"05/01/2016 05:00:00 - 05/01/2016 06:00:00","BZN|CH","Without Sequence","34.45","",""
"05/01/2016 06:00:00 - 05/01/2016 07:00:00","BZN|CH","Without Sequence","45.12","",""
"05/01/2016 07:00:00 - 05/01/2016 08:00:00","BZN|CH","Without Sequence","55.86","",""
"05/01/2016 08:00:00 - 05/01/2016 09:00:00","BZN|CH","Without Sequence","58.35","",""
"05/01/2016 09:00:00 - 05/01/2016 10:00:00","BZN|CH","Without Sequence","58.04","",""
"05/01/2016 10:00:00 - 05/01/2016 11:00:00","BZN|CH","Without Sequence","58.07","",""
"05/01/2016 11:00:00 - 05/01/2016 12:00:00","BZN|CH","Without Sequence","55.99","",""
"05/01/2016 12:00:00 - 05/01/2016 13:00:00","BZN|CH","Without Sequence","51.04","",""
"05/01/2016 13:00:00 - 05/01/2016 14:00:00","BZN|CH","Without Sequence","49.82","",""
"05/01/2016 14:00:00 - 05/01/2016 15:00:00","BZN|CH","Without Sequence","54.49","",""
"05/01/2016 15:00:00 - 05/01/2016 16:00:00","BZN|CH","Without Sequence","56.39","",""
"05/01/2016 16:00:00 - 05/01/2016 17:00:00","BZN|CH","Without Sequence","57.44","",""
"05/01/2016 17:00:00 - 05/01/2016 18:00:00","BZN|CH","Without Sequence","58.02","",""
"05/01/2016 18:00:00 - 05/01/2016 19:00:00","BZN|CH","Without Sequence","56.94","",""
"05/01/2016 19:00:00 - 05/01/2016 20:00:00","BZN|CH","Without Sequence","54.93","",""
"05/01/2016 20:00:00 - 05/01/2016 21:00:00","BZN|CH","Without Sequence","50.79","",""
"05/01/2016 21:00:00 - 05/01/2016 22:00:00","BZN|CH","Without Sequence","46.57","",""
"05/01/2016 22:00:00 - 05/01/2016 23:00:00","BZN|CH","Without Sequence","42.98","",""
"05/01/2016 23:00:00 - 06/01/2016 00:00:00","BZN|CH","Without Sequence","40.80","",""
"06/01/2016 00:00:00 - 06/01/2016 01:00:00","BZN|CH","Without Sequence","36.40","",""
"06/01/2016 01:00:00 - 06/01/2016 02:00:00","BZN|CH","Without Sequence","26.43","",""
"06/01/2016 02:00:00 - 06/01/2016 03:00:00","BZN|CH","Without Sequence","24.13","",""
"06/01/2016 03:00:00 - 06/01/2016 04:00:00","BZN|CH","Without Sequence","23.35","",""
"06/01/2016 04:00:00 - 06/01/2016 05:00:00","BZN|CH","Without Sequence","22.19","",""
"06/01/2016 05:00:00 - 06/01/2016 06:00:00","BZN|CH","Without Sequence","31.59","",""
"06/01/2016 06:00:00 - 06/01/2016 07:00:00","BZN|CH","Without Sequence","40.04","",""
"06/01/2016 07:00:00 - 06/01/2016 08:00:00","BZN|CH","Without Sequence","46.14","",""
"06/01/2016 08:00:00 - 06/01/2016 09:00:00","BZN|CH","Without Sequence","48.08","",""
"06/01/2016 09:00:00 - 06/01/2016 10:00:00","BZN|CH","Without Sequence","48.04","",""
"06/01/2016 10:00:00 - 06/01/2016 11:00:00","BZN|CH","Without Sequence","48.52","",""
"06/01/2016 11:00:00 - 06/01/2016 12:00:00","BZN|CH","Without Sequence","48.21","",""
"06/01/2016 12:00:00 - 06/01/2016 13:00:00","BZN|CH","Without Sequence","45.54","",""
"06/01/2016 13:00:00 - 06/01/2016 14:00:00","BZN|CH","Without Sequence","42.93","",""
"06/01/2016 14:00:00 - 06/01/2016 15:00:00","BZN|CH","Without Sequence","42.91","",""
"06/01/2016 15:00:00 - 06/01/2016 16:00:00","BZN|CH","Without Sequence","42.99","",""
"06/01/2016 16:00:00 - 06/01/2016 17:00:00","BZN|CH","Without Sequence","46.34","",""
"06/01/2016 17:00:00 - 06/01/2016 18:00:00","BZN|CH","Without Sequence","55.05","",""
"06/01/2016 18:00:00 - 06/01/2016 19:00:00","BZN|CH","Without Sequence","53.30","",""
"06/01/2016 19:00:00 - 06/01/2016 20:00:00","BZN|CH","Without Sequence","46.31","",""
"06/01/2016 20:00:00 - 06/01/2016 21:00:00","BZN|CH","Without Sequence","45.04","",""
"06/01/2016 21:00:00 - 06/01/2016 22:00:00","BZN|CH","Without Sequence","40.01","",""
"06/01/2016 22:00:00 - 06/01/2016 23:00:00","BZN|CH","Without Sequence","40.05","",""
"06/01/2016 23:00:00 - 07/01/2016 00:00:00","BZN|CH","Without Sequence","37.74","",""
"07/01/2016 00:00:00 - 07/01/2016 01:00:00","BZN|CH","Without Sequence","37.14","",""
"07/01/2016 01:00:00 - 07/01/2016 02:00:00","BZN|CH","Without Sequence","33.26","",""
"07/01/2016 02:00:00 - 07/01/2016 03:00:00","BZN|CH","Without Sequence","31.14","",""
"07/01/2016 03:00:00 - 07/01/2016 04:00:00","BZN|CH","Without Sequence","29.96","",""
"07/01/2016 04:00:00 - 07/01/2016 05:00:00","BZN|CH","Without Sequence","29.45","",""
"07/01/2016 05:00:00 - 07/01/2016 06:00:00","BZN|CH","Without Sequence","36.45","",""
"07/01/2016 06:00:00 - 07/01/2016 07:00:00","BZN|CH","Without Sequence","45.20","",""
"07/01/2016 07:00:00 - 07/01/2016 08:00:00","BZN|CH","Without Sequence","53.01","",""
"07/01/2016 08:00:00 - 07/01/2016 09:00:00","BZN|CH","Without Sequence","55.48","",""
"07/01/2016 09:00:00 - 07/01/2016 10:00:00","BZN|CH","Without Sequence","56.33","",""
"07/01/2016 10:00:00 - 07/01/2016 11:00:00","BZN|CH","Without Sequence","55.58","",""
"07/01/2016 11:00:00 - 07/01/2016 12:00:00","BZN|CH","Without Sequence","55.31","",""
"07/01/2016 12:00:00 - 07/01/2016 13:00:00","BZN|CH","Without Sequence","51.62","",""
"07/01/2016 13:00:00 - 07/01/2016 14:00:00","BZN|CH","Without Sequence","52.47","",""
"07/01/2016 14:00:00 - 07/01/2016 15:00:00","BZN|CH","Without Sequence","54.44","",""
"07/01/2016 15:00:00 - 07/01/2016 16:00:00","BZN|CH","Without Sequence","55.60","",""
"07/01/2016 16:00:00 - 07/01/2016 17:00:00","BZN|CH","Without Sequence","56.93","",""
"07/01/2016 17:00:00 - 07/01/2016 18:00:00","BZN|CH","Without Sequence","56.95","",""
"07/01/2016 18:00:00 - 07/01/2016 19:00:00","BZN|CH","Without Sequence","55.46","",""
"07/01/2016 19:00:00 - 07/01/2016 20:00:00","BZN|CH","Without Sequence","57.95","",""
"07/01/2016 20:00:00 - 07/01/2016 21:00:00","BZN|CH","Without Sequence","55.44","",""
"07/01/2016 21:00:00 - 07/01/2016 22:00:00","BZN|CH","Without Sequence","51.90","",""
"07/01/2016 22:00:00 - 07/01/2016 23:00:00","BZN|CH","Without Sequence","45.79","",""
"07/01/2016 23:00:00 - 08/01/2016 00:00:00","BZN|CH","Without Sequence","42.48","",""
"08/01/2016 00:00:00 - 08/01/2016 01:00:00","BZN|CH","Without Sequence","38.23","",""
"08/01/2016 01:00:00 - 08/01/2016 02:00:00","BZN|CH","Without Sequence","33.30","",""
"08/01/2016 02:00:00 - 08/01/2016 03:00:00","BZN|CH","Without Sequence","31.96","",""
"08/01/2016 03:00:00 - 08/01/2016 04:00:00","BZN|CH","Without Sequence","31.01","",""
"08/01/2016 04:00:00 - 08/01/2016 05:00:00","BZN|CH","Without Sequence","29.04","",""
"08/01/2016 05:00:00 - 08/01/2016 06:00:00","BZN|CH","Without Sequence","35.08","",""
"08/01/2016 06:00:00 - 08/01/2016 07:00:00","BZN|CH","Without Sequence","52.34","",""
"08/01/2016 07:00:00 - 08/01/2016 08:00:00","BZN|CH","Without Sequence","58.44","",""
"08/01/2016 08:00:00 - 08/01/2016 09:00:00","BZN|CH","Without Sequence","60.04","",""
"08/01/2016 09:00:00 - 08/01/2016 10:00:00","BZN|CH","Without Sequence","61.93","",""
"08/01/2016 10:00:00 - 08/01/2016 11:00:00","BZN|CH","Without Sequence","61.06","",""
"08/01/2016 11:00:00 - 08/01/2016 12:00:00","BZN|CH","Without Sequence","61.43","",""
"08/01/2016 12:00:00 - 08/01/2016 13:00:00","BZN|CH","Without Sequence","55.35","",""
"08/01/2016 13:00:00 - 08/01/2016 14:00:00","BZN|CH","Without Sequence","55.04","",""
"08/01/2016 14:00:00 - 08/01/2016 15:00:00","BZN|CH","Without Sequence","58.28","",""
"08/01/2016 15:00:00 - 08/01/2016 16:00:00","BZN|CH","Without Sequence","58.99","",""
"08/01/2016 16:00:00 - 08/01/2016 17:00:00","BZN|CH","Without Sequence","59.99","",""
"08/01/2016 17:00:00 - 08/01/2016 18:00:00","BZN|CH","Without Sequence","61.95","",""
"08/01/2016 18:00:00 - 08/01/2016 19:00:00","BZN|CH","Without Sequence","59.91","",""
"08/01/2016 19:00:00 - 08/01/2016 20:00:00","BZN|CH","Without Sequence","59.04","",""
"08/01/2016 20:00:00 - 08/01/2016 21:00:00","BZN|CH","Without Sequence","56.06","",""
"08/01/2016 21:00:00 - 08/01/2016 22:00:00","BZN|CH","Without Sequence","49.18","",""
"08/01/2016 22:00:00 - 08/01/2016 23:00:00","BZN|CH","Without Sequence","46.66","",""
"08/01/2016 23:00:00 - 09/01/2016 00:00:00","BZN|CH","Without Sequence","41.18","",""
"09/01/2016 00:00:00 - 09/01/2016 01:00:00","BZN|CH","Without Sequence","40.64","",""
"09/01/2016 01:00:00 - 09/01/2016 02:00:00","BZN|CH","Without Sequence","36.33","",""
"09/01/2016 02:00:00 - 09/01/2016 03:00:00","BZN|CH","Without Sequence","33.47","",""
"09/01/2016 03:00:00 - 09/01/2016 04:00:00","BZN|CH","Without Sequence","32.21","",""
"09/01/2016 04:00:00 - 09/01/2016 05:00:00","BZN|CH","Without Sequence","31.02","",""
"09/01/2016 05:00:00 - 09/01/2016 06:00:00","BZN|CH","Without Sequence","34.93","",""
"09/01/2016 06:00:00 - 09/01/2016 07:00:00","BZN|CH","Without Sequence","38.25","",""
"09/01/2016 07:00:00 - 09/01/2016 08:00:00","BZN|CH","Without Sequence","48.49","",""
"09/01/2016 08:00:00 - 09/01/2016 09:00:00","BZN|CH","Without Sequence","53.14","",""
"09/01/2016 09:00:00 - 09/01/2016 10:00:00","BZN|CH","Without Sequence","54.47","",""
"09/01/2016 10:00:00 - 09/01/2016 11:00:00","BZN|CH","Without Sequence","55.02","",""
"09/01/2016 11:00:00 - 09/01/2016 12:00:00","BZN|CH","Without Sequence","50.90","",""
"09/01/2016 12:00:00 - 09/01/2016 13:00:00","BZN|CH","Without Sequence","42.57","",""
"09/01/2016 13:00:00 - 09/01/2016 14:00:00","BZN|CH","Without Sequence","40.28","",""
"09/01/2016 14:00:00 - 09/01/2016 15:00:00","BZN|CH","Without Sequence","41.22","",""
"09/01/2016 15:00:00 - 09/01/2016 16:00:00","BZN|CH","Without Sequence","43.01","",""
"09/01/2016 16:00:00 - 09/01/2016 17:00:00","BZN|CH","Without Sequence","46.24","",""
"09/01/2016 17:00:00 - 09/01/2016 18:00:00","BZN|CH","Without Sequence","56.91","",""
"09/01/2016 18:00:00 - 09/01/2016 19:00:00","BZN|CH","Without Sequence","56.61","",""
"09/01/2016 19:00:00 - 09/01/2016 20:00:00","BZN|CH","Without Sequence","56.00","",""
"09/01/2016 20:00:00 - 09/01/2016 21:00:00","BZN|CH","Without Sequence","52.79","",""
"09/01/2016 21:00:00 - 09/01/2016 22:00:00","BZN|CH","Without Sequence","40.45","",""
"09/01/2016 22:00:00 - 09/01/2016 23:00:00","BZN|CH","Without Sequence","40.03","",""
"09/01/2016 23:00:00 - 10/01/2016 00:00:00","BZN|CH","Without Sequence","38.06","",""
"10/01/2016 00:00:00 - 10/01/2016 01:00:00","BZN|CH","Without Sequence","34.37","",""
"10/01/2016 01:00:00 - 10/01/2016 02:00:00","BZN|CH","Without Sequence","26.23","",""
"10/01/2016 02:00:00 - 10/01/2016 03:00:00","BZN|CH","Without Sequence","22.23","",""
"10/01/2016 03:00:00 - 10/01/2016 04:00:00","BZN|CH","Without Sequence","13.23","",""
"10/01/2016 04:00:00 - 10/01/2016 05:00:00","BZN|CH","Without Sequence","9.44","",""
"10/01/2016 05:00:00 - 10/01/2016 06:00:00","BZN|CH","Without Sequence","18.87","",""
"10/01/2016 06:00:00 - 10/01/2016 07:00:00","BZN|CH","Without Sequence","22.99","",""
"10/01/2016 07:00:00 - 10/01/2016 08:00:00","BZN|CH","Without Sequence","10.84","",""
"10/01/2016 08:00:00 - 10/01/2016 09:00:00","BZN|CH","Without Sequence","14.42","",""
"10/01/2016 09:00:00 - 10/01/2016 10:00:00","BZN|CH","Without Sequence","33.95","",""
"10/01/2016 10:00:00 - 10/01/2016 11:00:00","BZN|CH","Without Sequence","23.73","",""
"10/01/2016 11:00:00 - 10/01/2016 12:00:00","BZN|CH","Without Sequence","23.35","",""
"10/01/2016 12:00:00 - 10/01/2016 13:00:00","BZN|CH","Without Sequence","24.92","",""
"10/01/2016 13:00:00 - 10/01/2016 14:00:00","BZN|CH","Without Sequence","22.05","",""
"10/01/2016 14:00:00 - 10/01/2016 15:00:00","BZN|CH","Without Sequence","19.92","",""
"10/01/2016 15:00:00 - 10/01/2016 16:00:00","BZN|CH","Without Sequence","21.54","",""
"10/01/2016 16:00:00 - 10/01/2016 17:00:00","BZN|CH","Without Sequence","32.01","",""
"10/01/2016 17:00:00 - 10/01/2016 18:00:00","BZN|CH","Without Sequence","51.15","",""
"10/01/2016 18:00:00 - 10/01/2016 19:00:00","BZN|CH","Without Sequence","52.76","",""
"10/01/2016 19:00:00 - 10/01/2016 20:00:00","BZN|CH","Without Sequence","52.09","",""
"10/01/2016 20:00:00 - 10/01/2016 21:00:00","BZN|CH","Without Sequence","46.91","",""
"10/01/2016 21:00:00 - 10/01/2016 22:00:00","BZN|CH","Without Sequence","40.33","",""
"10/01/2016 22:00:00 - 10/01/2016 23:00:00","BZN|CH","Without Sequence","37.27","",""
"10/01/2016 23:00:00 - 11/01/2016 00:00:00","BZN|CH","Without Sequence","35.48","",""
"11/01/2016 00:00:00 - 11/01/2016 01:00:00","BZN|CH","Without Sequence","34.71","",""
"11/01/2016 01:00:00 - 11/01/2016 02:00:00","BZN|CH","Without Sequence","28.50","",""
"11/01/2016 02:00:00 - 11/01/2016 03:00:00","BZN|CH","Without Sequence","23.49","",""
"11/01/2016 03:00:00 - 11/01/2016 04:00:00","BZN|CH","Without Sequence","24.93","",""
"11/01/2016 04:00:00 - 11/01/2016 05:00:00","BZN|CH","Without Sequence","23.90","",""
"11/01/2016 05:00:00 - 11/01/2016 06:00:00","BZN|CH","Without Sequence","34.47","",""
"11/01/2016 06:00:00 - 11/01/2016 07:00:00","BZN|CH","Without Sequence","47.94","",""
"11/01/2016 07:00:00 - 11/01/2016 08:00:00","BZN|CH","Without Sequence","57.46","",""
"11/01/2016 08:00:00 - 11/01/2016 09:00:00","BZN|CH","Without Sequence","59.24","",""
"11/01/2016 09:00:00 - 11/01/2016 10:00:00","BZN|CH","Without Sequence","59.72","",""
"11/01/2016 10:00:00 - 11/01/2016 11:00:00","BZN|CH","Without Sequence","59.00","",""
"11/01/2016 11:00:00 - 11/01/2016 12:00:00","BZN|CH","Without Sequence","58.94","",""
"11/01/2016 12:00:00 - 11/01/2016 13:00:00","BZN|CH","Without Sequence","55.07","",""
"11/01/2016 13:00:00 - 11/01/2016 14:00:00","BZN|CH","Without Sequence","55.31","",""
"11/01/2016 14:00:00 - 11/01/2016 15:00:00","BZN|CH","Without Sequence","57.98","",""
"11/01/2016 15:00:00 - 11/01/2016 16:00:00","BZN|CH","Without Sequence","58.77","",""
"11/01/2016 16:00:00 - 11/01/2016 17:00:00","BZN|CH","Without Sequence","59.46","",""
"11/01/2016 17:00:00 - 11/01/2016 18:00:00","BZN|CH","Without Sequence","58.94","",""
"11/01/2016 18:00:00 - 11/01/2016 19:00:00","BZN|CH","Without Sequence","58.84","",""
"11/01/2016 19:00:00 - 11/01/2016 20:00:00","BZN|CH","Without Sequence","57.93","",""
"11/01/2016 20:00:00 - 11/01/2016 21:00:00","BZN|CH","Without Sequence","55.69","",""
"11/01/2016 21:00:00 - 11/01/2016 22:00:00","BZN|CH","Without Sequence","49.98","",""
"11/01/2016 22:00:00 - 11/01/2016 23:00:00","BZN|CH","Without Sequence","45.98","",""
"11/01/2016 23:00:00 - 12/01/2016 00:00:00","BZN|CH","Without Sequence","42.99","",""
"12/01/2016 00:00:00 - 12/01/2016 01:00:00","BZN|CH","Without Sequence","34.18","",""
"12/01/2016 01:00:00 - 12/01/2016 02:00:00","BZN|CH","Without Sequence","29.43","",""
"12/01/2016 02:00:00 - 12/01/2016 03:00:00","BZN|CH","Without Sequence","27.05","",""
"12/01/2016 03:00:00 - 12/01/2016 04:00:00","BZN|CH","Without Sequence","26.78","",""
"12/01/2016 04:00:00 - 12/01/2016 05:00:00","BZN|CH","Without Sequence","25.12","",""
"12/01/2016 05:00:00 - 12/01/2016 06:00:00","BZN|CH","Without Sequence","32.90","",""
"12/01/2016 06:00:00 - 12/01/2016 07:00:00","BZN|CH","Without Sequence","47.99","",""
"12/01/2016 07:00:00 - 12/01/2016 08:00:00","BZN|CH","Without Sequence","57.85","",""
"12/01/2016 08:00:00 - 12/01/2016 09:00:00","BZN|CH","Without Sequence","58.05","",""
"12/01/2016 09:00:00 - 12/01/2016 10:00:00","BZN|CH","Without Sequence","57.95","",""
"12/01/2016 10:00:00 - 12/01/2016 11:00:00","BZN|CH","Without Sequence","57.17","",""
"12/01/2016 11:00:00 - 12/01/2016 12:00:00","BZN|CH","Without Sequence","55.05","",""
"12/01/2016 12:00:00 - 12/01/2016 13:00:00","BZN|CH","Without Sequence","49.07","",""
