"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/01/2017 03:00:00 - 04/01/2017 04:00:00","BZN|CH","Without Sequence","52.48","",""
"04/01/2017 04:00:00 - 04/01/2017 05:00:00","BZN|CH","Without Sequence","52.70","",""
"04/01/2017 05:00:00 - 04/01/2017 06:00:00","BZN|CH","Without Sequence","53.44","",""
"04/01/2017 06:00:00 - 04/01/2017 07:00:00","BZN|CH","Without Sequence","61.08","",""
"04/01/2017 07:00:00 - 04/01/2017 08:00:00","BZN|CH","Without Sequence","69.05","",""
"04/01/2017 08:00:00 - 04/01/2017 09:00:00","BZN|CH","Without Sequence","71.12","",""
"04/01/2017 09:00:00 - 04/01/2017 10:00:00","BZN|CH","Without Sequence","71.38","",""
"04/01/2017 10:00:00 - 04/01/2017 11:00:00","BZN|CH","Without Sequence","72.15","",""
"04/01/2017 11:00:00 - 04/01/2017 12:00:00","BZN|CH","Without Sequence","71.06","",""
"04/01/2017 12:00:00 - 04/01/2017 13:00:00","BZN|CH","Without Sequence","70.61","",""
"04/01/2017 13:00:00 - 04/01/2017 14:00:00","BZN|CH","Without Sequence","69.94","",""
"04/01/2017 14:00:00 - 04/01/2017 15:00:00","BZN|CH","Without Sequence","67.68","",""
"04/01/2017 15:00:00 - 04/01/2017 16:00:00","BZN|CH","Without Sequence","67.40","",""
"04/01/2017 16:00:00 - 04/01/2017 17:00:00","BZN|CH","Without Sequence","69.05","",""
"04/01/2017 17:00:00 - 04/01/2017 18:00:00","BZN|CH","Without Sequence","72.05","",""
"04/01/2017 18:00:00 - 04/01/2017 19:00:00","BZN|CH","Without Sequence","72.96","",""
"04/01/2017 19:00:00 - 04/01/2017 20:00:00","BZN|CH","Without Sequence","71.07","",""
"04/01/2017 20:00:00 - 04/01/2017 21:00:00","BZN|CH","Without Sequence","66.51","",""
"04/01/2017 21:00:00 - 04/01/2017 22:00:00","BZN|CH","Without Sequence","65.08","",""
"04/01/2017 22:00:00 - 04/01/2017 23:00:00","BZN|CH","Without Sequence","63.08","",""
"04/01/2017 23:00:00 - 05/01/2017 00:00:00","BZN|CH","Without Sequence","60.55","",""
"05/01/2017 00:00:00 - 05/01/2017 01:00:00","BZN|CH","Without Sequence","57.96","",""
"05/01/2017 01:00:00 - 05/01/2017 02:00:00","BZN|CH","Without Sequence","53.99","",""
"05/01/2017 02:00:00 - 05/01/2017 03:00:00","BZN|CH","Without Sequence","52.07","",""
"05/01/2017 03:00:00 - 05/01/2017 04:00:00","BZN|CH","Without Sequence","51.01","",""
"05/01/2017 04:00:00 - 05/01/2017 05:00:00","BZN|CH","Without Sequence","48.29","",""
"05/01/2017 05:00:00 - 05/01/2017 06:00:00","BZN|CH","Without Sequence","49.80","",""
"05/01/2017 06:00:00 - 05/01/2017 07:00:00","BZN|CH","Without Sequence","58.40","",""
"05/01/2017 07:00:00 - 05/01/2017 08:00:00","BZN|CH","Without Sequence","67.36","",""
"05/01/2017 08:00:00 - 05/01/2017 09:00:00","BZN|CH","Without Sequence","70.64","",""
"05/01/2017 09:00:00 - 05/01/2017 10:00:00","BZN|CH","Without Sequence","69.98","",""
"05/01/2017 10:00:00 - 05/01/2017 11:00:00","BZN|CH","Without Sequence","69.35","",""
"05/01/2017 11:00:00 - 05/01/2017 12:00:00","BZN|CH","Without Sequence","69.25","",""
"05/01/2017 12:00:00 - 05/01/2017 13:00:00","BZN|CH","Without Sequence","66.28","",""
"05/01/2017 13:00:00 - 05/01/2017 14:00:00","BZN|CH","Without Sequence","66.69","",""
"05/01/2017 14:00:00 - 05/01/2017 15:00:00","BZN|CH","Without Sequence","66.05","",""
"05/01/2017 15:00:00 - 05/01/2017 16:00:00","BZN|CH","Without Sequence","65.92","",""
"05/01/2017 16:00:00 - 05/01/2017 17:00:00","BZN|CH","Without Sequence","67.08","",""
"05/01/2017 17:00:00 - 05/01/2017 18:00:00","BZN|CH","Without Sequence","73.60","",""
"05/01/2017 18:00:00 - 05/01/2017 19:00:00","BZN|CH","Without Sequence","73.08","",""
"05/01/2017 19:00:00 - 05/01/2017 20:00:00","BZN|CH","Without Sequence","70.03","",""
"05/01/2017 20:00:00 - 05/01/2017 21:00:00","BZN|CH","Without Sequence","66.49","",""
"05/01/2017 21:00:00 - 05/01/2017 22:00:00","BZN|CH","Without Sequence","63.00","",""
"05/01/2017 22:00:00 - 05/01/2017 23:00:00","BZN|CH","Without Sequence","60.79","",""
"05/01/2017 23:00:00 - 06/01/2017 00:00:00","BZN|CH","Without Sequence","60.51","",""
"06/01/2017 00:00:00 - 06/01/2017 01:00:00","BZN|CH","Without Sequence","57.04","",""
"06/01/2017 01:00:00 - 06/01/2017 02:00:00","BZN|CH","Without Sequence","51.57","",""
"06/01/2017 02:00:00 - 06/01/2017 03:00:00","BZN|CH","Without Sequence","48.88","",""
"06/01/2017 03:00:00 - 06/01/2017 04:00:00","BZN|CH","Without Sequence","45.37","",""
"06/01/2017 04:00:00 - 06/01/2017 05:00:00","BZN|CH","Without Sequence","44.51","",""
"06/01/2017 05:00:00 - 06/01/2017 06:00:00","BZN|CH","Without Sequence","46.68","",""
"06/01/2017 06:00:00 - 06/01/2017 07:00:00","BZN|CH","Without Sequence","53.06","",""
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|CH","Without Sequence","60.64","",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|CH","Without Sequence","63.02","",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|CH","Without Sequence","62.98","",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|CH","Without Sequence","62.68","",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|CH","Without Sequence","62.66","",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|CH","Without Sequence","62.04","",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|CH","Without Sequence","61.63","",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|CH","Without Sequence","61.37","",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|CH","Without Sequence","61.61","",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|CH","Without Sequence","65.03","",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|CH","Without Sequence","68.07","",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|CH","Without Sequence","67.26","",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|CH","Without Sequence","63.82","",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|CH","Without Sequence","61.62","",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|CH","Without Sequence","59.08","",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|CH","Without Sequence","59.74","",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|CH","Without Sequence","59.10","",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|CH","Without Sequence","61.15","",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|CH","Without Sequence","59.81","",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|CH","Without Sequence","56.00","",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|CH","Without Sequence","51.67","",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|CH","Without Sequence","50.29","",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|CH","Without Sequence","50.62","",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|CH","Without Sequence","55.02","",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|CH","Without Sequence","58.75","",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|CH","Without Sequence","60.36","",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|CH","Without Sequence","62.91","",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|CH","Without Sequence","63.02","",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|CH","Without Sequence","62.05","",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|CH","Without Sequence","61.81","",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|CH","Without Sequence","60.45","",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|CH","Without Sequence","59.20","",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|CH","Without Sequence","58.92","",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|CH","Without Sequence","59.39","",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|CH","Without Sequence","64.55","",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|CH","Without Sequence","66.72","",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|CH","Without Sequence","66.01","",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|CH","Without Sequence","64.03","",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|CH","Without Sequence","59.99","",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|CH","Without Sequence","59.23","",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|CH","Without Sequence","58.86","",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|CH","Without Sequence","55.34","",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|CH","Without Sequence","53.38","",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|CH","Without Sequence","51.54","",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|CH","Without Sequence","46.10","",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|CH","Without Sequence","43.08","",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|CH","Without Sequence","44.04","",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|CH","Without Sequence","48.06","",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|CH","Without Sequence","49.49","",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|CH","Without Sequence","52.09","",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|CH","Without Sequence","54.28","",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|CH","Without Sequence","56.30","",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|CH","Without Sequence","57.91","",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|CH","Without Sequence","56.54","",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|CH","Without Sequence","55.00","",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|CH","Without Sequence","51.56","",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|CH","Without Sequence","51.15","",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|CH","Without Sequence","53.71","",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|CH","Without Sequence","60.00","",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|CH","Without Sequence","64.32","",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|CH","Without Sequence","64.08","",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|CH","Without Sequence","61.08","",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|CH","Without Sequence","58.94","",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|CH","Without Sequence","58.91","",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|CH","Without Sequence","56.28","",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|CH","Without Sequence","59.02","",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|CH","Without Sequence","53.77","",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|CH","Without Sequence","51.73","",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|CH","Without Sequence","48.55","",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|CH","Without Sequence","48.02","",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|CH","Without Sequence","50.75","",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|CH","Without Sequence","59.35","",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|CH","Without Sequence","69.98","",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|CH","Without Sequence","73.03","",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|CH","Without Sequence","73.25","",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|CH","Without Sequence","73.77","",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|CH","Without Sequence","72.01","",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|CH","Without Sequence","69.45","",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|CH","Without Sequence","69.45","",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|CH","Without Sequence","68.42","",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|CH","Without Sequence","68.26","",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|CH","Without Sequence","70.18","",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|CH","Without Sequence","73.91","",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|CH","Without Sequence","74.61","",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|CH","Without Sequence","73.31","",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|CH","Without Sequence","70.31","",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|CH","Without Sequence","65.94","",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|CH","Without Sequence","65.25","",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|CH","Without Sequence","64.01","",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|CH","Without Sequence","60.84","",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|CH","Without Sequence","56.48","",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|CH","Without Sequence","54.06","",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|CH","Without Sequence","50.88","",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|CH","Without Sequence","50.34","",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|CH","Without Sequence","54.47","",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|CH","Without Sequence","66.07","",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|CH","Without Sequence","77.70","",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|CH","Without Sequence","83.70","",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|CH","Without Sequence","81.50","",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|CH","Without Sequence","81.63","",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|CH","Without Sequence","80.69","",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|CH","Without Sequence","80.75","",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|CH","Without Sequence","79.10","",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|CH","Without Sequence","77.71","",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|CH","Without Sequence","75.08","",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|CH","Without Sequence","79.92","",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|CH","Without Sequence","81.68","",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|CH","Without Sequence","86.85","",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|CH","Without Sequence","83.26","",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|CH","Without Sequence","77.13","",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|CH","Without Sequence","70.04","",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|CH","Without Sequence","68.30","",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|CH","Without Sequence","67.01","",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|CH","Without Sequence","62.63","",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|CH","Without Sequence","61.60","",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|CH","Without Sequence","61.92","",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|CH","Without Sequence","60.01","",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|CH","Without Sequence","60.02","",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|CH","Without Sequence","60.94","",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|CH","Without Sequence","69.92","",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|CH","Without Sequence","83.38","",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|CH","Without Sequence","87.93","",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|CH","Without Sequence","89.03","",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|CH","Without Sequence","88.01","",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|CH","Without Sequence","81.99","",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|CH","Without Sequence","79.87","",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|CH","Without Sequence","79.42","",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|CH","Without Sequence","79.91","",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|CH","Without Sequence","80.69","",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|CH","Without Sequence","90.26","",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|CH","Without Sequence","95.05","",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|CH","Without Sequence","96.76","",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|CH","Without Sequence","87.35","",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|CH","Without Sequence","83.24","",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|CH","Without Sequence","77.00","",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|CH","Without Sequence","74.40","",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|CH","Without Sequence","70.11","",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|CH","Without Sequence","67.53","",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|CH","Without Sequence","67.01","",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|CH","Without Sequence","63.21","",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|CH","Without Sequence","62.41","",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|CH","Without Sequence","62.43","",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|CH","Without Sequence","66.00","",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|CH","Without Sequence","75.69","",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|CH","Without Sequence","86.71","",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|CH","Without Sequence","92.13","",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|CH","Without Sequence","90.84","",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|CH","Without Sequence","85.48","",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|CH","Without Sequence","84.08","",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|CH","Without Sequence","82.32","",""
