"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|CH","Without Sequence","201.10","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|CH","Without Sequence","196.13","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|CH","Without Sequence","165.78","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|CH","Without Sequence","146.55","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|CH","Without Sequence","127.03","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|CH","Without Sequence","111.97","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|CH","Without Sequence","101.04","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|CH","Without Sequence","97.75","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|CH","Without Sequence","100.79","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|CH","Without Sequence","122.72","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|CH","Without Sequence","160.34","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|CH","Without Sequence","197.84","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|CH","Without Sequence","210.65","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|CH","Without Sequence","212.80","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|CH","Without Sequence","207.99","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|CH","Without Sequence","204.26","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|CH","Without Sequence","191.30","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|CH","Without Sequence","189.33","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|CH","Without Sequence","193.50","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|CH","Without Sequence","199.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|CH","Without Sequence","206.99","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|CH","Without Sequence","201.94","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|CH","Without Sequence","205.80","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|CH","Without Sequence","205.62","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|CH","Without Sequence","191.63","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|CH","Without Sequence","169.45","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|CH","Without Sequence","152.84","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|CH","Without Sequence","135.74","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|CH","Without Sequence","141.44","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|CH","Without Sequence","117.12","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|CH","Without Sequence","106.61","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|CH","Without Sequence","92.61","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|CH","Without Sequence","91.26","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|CH","Without Sequence","105.97","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|CH","Without Sequence","159.64","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|CH","Without Sequence","194.54","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|CH","Without Sequence","206.37","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|CH","Without Sequence","205.44","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|CH","Without Sequence","203.82","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|CH","Without Sequence","201.63","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|CH","Without Sequence","194.50","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|CH","Without Sequence","192.41","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|CH","Without Sequence","192.94","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|CH","Without Sequence","195.36","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|CH","Without Sequence","199.46","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|CH","Without Sequence","226.14","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|CH","Without Sequence","242.29","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|CH","Without Sequence","237.67","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|CH","Without Sequence","206.79","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|CH","Without Sequence","193.23","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|CH","Without Sequence","189.35","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|CH","Without Sequence","180.55","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|CH","Without Sequence","195.42","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|CH","Without Sequence","177.06","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|CH","Without Sequence","170.93","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|CH","Without Sequence","155.39","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|CH","Without Sequence","155.83","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|CH","Without Sequence","166.57","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|CH","Without Sequence","197.53","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|CH","Without Sequence","236.80","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|CH","Without Sequence","249.10","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|CH","Without Sequence","247.19","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|CH","Without Sequence","250.47","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|CH","Without Sequence","241.05","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|CH","Without Sequence","238.27","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|CH","Without Sequence","239.20","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|CH","Without Sequence","234.08","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|CH","Without Sequence","239.49","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|CH","Without Sequence","245.98","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|CH","Without Sequence","266.28","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|CH","Without Sequence","265.48","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|CH","Without Sequence","250.34","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|CH","Without Sequence","241.79","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|CH","Without Sequence","221.43","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|CH","Without Sequence","209.25","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|CH","Without Sequence","198.12","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|CH","Without Sequence","202.49","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|CH","Without Sequence","197.50","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|CH","Without Sequence","189.14","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|CH","Without Sequence","175.92","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|CH","Without Sequence","170.53","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|CH","Without Sequence","182.93","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|CH","Without Sequence","207.97","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|CH","Without Sequence","247.17","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|CH","Without Sequence","266.58","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|CH","Without Sequence","265.83","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|CH","Without Sequence","256.87","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|CH","Without Sequence","245.52","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|CH","Without Sequence","241.58","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|CH","Without Sequence","232.38","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|CH","Without Sequence","230.92","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|CH","Without Sequence","235.29","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|CH","Without Sequence","246.03","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|CH","Without Sequence","258.90","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|CH","Without Sequence","266.56","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|CH","Without Sequence","256.67","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|CH","Without Sequence","239.02","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|CH","Without Sequence","223.79","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|CH","Without Sequence","213.85","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|CH","Without Sequence","211.64","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|CH","Without Sequence","215.25","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|CH","Without Sequence","205.15","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|CH","Without Sequence","202.22","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|CH","Without Sequence","202.01","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|CH","Without Sequence","199.93","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|CH","Without Sequence","201.88","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|CH","Without Sequence","202.02","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|CH","Without Sequence","220.73","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|CH","Without Sequence","228.09","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|CH","Without Sequence","245.26","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|CH","Without Sequence","227.48","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|CH","Without Sequence","222.45","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|CH","Without Sequence","214.57","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|CH","Without Sequence","209.47","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|CH","Without Sequence","212.63","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|CH","Without Sequence","218.00","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|CH","Without Sequence","227.75","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|CH","Without Sequence","255.16","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|CH","Without Sequence","259.80","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|CH","Without Sequence","261.57","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|CH","Without Sequence","242.47","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|CH","Without Sequence","222.54","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|CH","Without Sequence","215.78","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|CH","Without Sequence","203.24","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|CH","Without Sequence","219.26","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|CH","Without Sequence","205.11","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|CH","Without Sequence","195.97","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|CH","Without Sequence","178.72","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|CH","Without Sequence","177.77","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|CH","Without Sequence","180.46","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|CH","Without Sequence","200.41","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|CH","Without Sequence","179.95","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|CH","Without Sequence","183.99","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|CH","Without Sequence","198.27","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|CH","Without Sequence","223.77","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|CH","Without Sequence","224.47","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|CH","Without Sequence","224.66","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|CH","Without Sequence","212.03","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|CH","Without Sequence","216.30","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|CH","Without Sequence","218.88","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|CH","Without Sequence","226.66","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|CH","Without Sequence","235.39","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|CH","Without Sequence","243.15","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|CH","Without Sequence","243.36","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|CH","Without Sequence","232.58","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|CH","Without Sequence","219.76","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|CH","Without Sequence","214.49","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|CH","Without Sequence","211.83","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|CH","Without Sequence","210.02","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|CH","Without Sequence","203.33","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|CH","Without Sequence","196.70","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|CH","Without Sequence","195.86","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|CH","Without Sequence","198.12","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|CH","Without Sequence","209.37","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|CH","Without Sequence","252.67","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|CH","Without Sequence","297.29","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|CH","Without Sequence","309.32","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|CH","Without Sequence","309.99","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|CH","Without Sequence","305.03","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|CH","Without Sequence","304.02","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|CH","Without Sequence","297.10","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|CH","Without Sequence","286.50","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|CH","Without Sequence","289.30","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|CH","Without Sequence","295.99","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|CH","Without Sequence","302.97","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|CH","Without Sequence","322.50","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|CH","Without Sequence","321.90","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|CH","Without Sequence","301.44","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|CH","Without Sequence","279.68","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|CH","Without Sequence","257.17","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|CH","Without Sequence","240.14","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|CH","Without Sequence","225.79","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|CH","Without Sequence","213.60","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|CH","Without Sequence","203.48","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|CH","Without Sequence","197.75","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|CH","Without Sequence","194.96","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|CH","Without Sequence","195.05","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|CH","Without Sequence","203.00","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|CH","Without Sequence","239.90","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|CH","Without Sequence","293.37","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|CH","Without Sequence","310.01","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|CH","Without Sequence","299.43","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|CH","Without Sequence","291.22","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|CH","Without Sequence","280.97","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|CH","Without Sequence","275.65","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|CH","Without Sequence","271.51","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|CH","Without Sequence","274.29","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|CH","Without Sequence","280.11","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|CH","Without Sequence","286.78","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|CH","Without Sequence","314.39","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|CH","Without Sequence","321.88","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|CH","Without Sequence","308.73","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|CH","Without Sequence","277.08","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|CH","Without Sequence","247.00","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|CH","Without Sequence","230.37","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|CH","Without Sequence","217.22","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|CH","Without Sequence","203.01","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|CH","Without Sequence","199.14","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|CH","Without Sequence","196.13","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|CH","Without Sequence","190.56","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|CH","Without Sequence","192.47","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|CH","Without Sequence","204.88","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|CH","Without Sequence","234.91","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|CH","Without Sequence","289.53","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|CH","Without Sequence","308.66","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|CH","Without Sequence","302.43","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|CH","Without Sequence","287.97","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|CH","Without Sequence","275.71","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|CH","Without Sequence","260.57","",""
