"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|NL","Without Sequence","49.49","",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|NL","Without Sequence","53.09","",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|NL","Without Sequence","66.47","",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|NL","Without Sequence","64.94","",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|NL","Without Sequence","57.70","",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|NL","Without Sequence","52.86","",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|NL","Without Sequence","54.99","",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|NL","Without Sequence","53.01","",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|NL","Without Sequence","52.40","",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|NL","Without Sequence","55.06","",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|NL","Without Sequence","66.82","",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|NL","Without Sequence","49.00","",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|NL","Without Sequence","40.00","",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|NL","Without Sequence","43.01","",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|NL","Without Sequence","38.04","",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|NL","Without Sequence","42.00","",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|NL","Without Sequence","39.64","",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|NL","Without Sequence","32.27","",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|NL","Without Sequence","32.14","",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|NL","Without Sequence","29.22","",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|NL","Without Sequence","28.76","",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|NL","Without Sequence","29.56","",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|NL","Without Sequence","29.59","",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|NL","Without Sequence","30.07","",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|NL","Without Sequence","28.55","",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|NL","Without Sequence","30.96","",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|NL","Without Sequence","36.86","",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|NL","Without Sequence","36.43","",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|NL","Without Sequence","49.94","",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|NL","Without Sequence","60.63","",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|NL","Without Sequence","57.44","",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|NL","Without Sequence","52.20","",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|NL","Without Sequence","50.47","",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|NL","Without Sequence","59.08","",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|NL","Without Sequence","69.76","",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|NL","Without Sequence","57.44","",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|NL","Without Sequence","64.94","",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|NL","Without Sequence","38.30","",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|NL","Without Sequence","37.44","",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|NL","Without Sequence","40.10","",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|NL","Without Sequence","35.02","",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|NL","Without Sequence","35.23","",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|NL","Without Sequence","34.92","",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|NL","Without Sequence","35.58","",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|NL","Without Sequence","36.47","",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|NL","Without Sequence","40.09","",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|NL","Without Sequence","37.76","",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|NL","Without Sequence","35.90","",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|NL","Without Sequence","37.71","",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|NL","Without Sequence","39.72","",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|NL","Without Sequence","42.60","",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|NL","Without Sequence","55.02","",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|NL","Without Sequence","51.93","",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|NL","Without Sequence","45.37","",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|NL","Without Sequence","40.53","",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|NL","Without Sequence","39.73","",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|NL","Without Sequence","42.75","",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|NL","Without Sequence","53.70","",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|NL","Without Sequence","60.95","",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|NL","Without Sequence","64.93","",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|NL","Without Sequence","58.91","",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|NL","Without Sequence","50.03","",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|NL","Without Sequence","39.06","",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|NL","Without Sequence","40.06","",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|NL","Without Sequence","37.09","",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|NL","Without Sequence","40.00","",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|NL","Without Sequence","39.05","",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|NL","Without Sequence","39.21","",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|NL","Without Sequence","39.24","",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|NL","Without Sequence","36.62","",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|NL","Without Sequence","37.45","",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|NL","Without Sequence","42.61","",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|NL","Without Sequence","57.67","",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|NL","Without Sequence","58.00","",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|NL","Without Sequence","67.88","",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|NL","Without Sequence","66.58","",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|NL","Without Sequence","61.98","",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|NL","Without Sequence","60.54","",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|NL","Without Sequence","56.63","",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|NL","Without Sequence","52.51","",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|NL","Without Sequence","50.00","",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|NL","Without Sequence","52.50","",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|NL","Without Sequence","73.45","",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|NL","Without Sequence","38.76","",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|NL","Without Sequence","36.51","",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|NL","Without Sequence","39.10","",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|NL","Without Sequence","36.62","",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|NL","Without Sequence","36.08","",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|NL","Without Sequence","32.76","",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|NL","Without Sequence","32.45","",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|NL","Without Sequence","31.52","",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|NL","Without Sequence","29.08","",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|NL","Without Sequence","28.92","",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|NL","Without Sequence","31.49","",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|NL","Without Sequence","33.06","",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|NL","Without Sequence","36.32","",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|NL","Without Sequence","51.68","",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|NL","Without Sequence","50.25","",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|NL","Without Sequence","58.99","",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|NL","Without Sequence","58.55","",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|NL","Without Sequence","57.02","",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|NL","Without Sequence","65.62","",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|NL","Without Sequence","67.30","",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|NL","Without Sequence","61.29","",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|NL","Without Sequence","64.94","",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|NL","Without Sequence","68.79","",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|NL","Without Sequence","88.38","",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|NL","Without Sequence","100.02","",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|NL","Without Sequence","73.26","",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|NL","Without Sequence","61.79","",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|NL","Without Sequence","47.63","",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|NL","Without Sequence","39.94","",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|NL","Without Sequence","37.64","",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|NL","Without Sequence","38.99","",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|NL","Without Sequence","37.20","",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|NL","Without Sequence","34.03","",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|NL","Without Sequence","34.78","",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|NL","Without Sequence","32.70","",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|NL","Without Sequence","31.21","",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|NL","Without Sequence","37.20","",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|NL","Without Sequence","51.13","",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|NL","Without Sequence","55.00","",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|NL","Without Sequence","54.35","",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|NL","Without Sequence","44.41","",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|NL","Without Sequence","41.06","",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|NL","Without Sequence","36.94","",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|NL","Without Sequence","36.00","",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|NL","Without Sequence","34.94","",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|NL","Without Sequence","34.93","",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|NL","Without Sequence","37.45","",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|NL","Without Sequence","55.00","",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|NL","Without Sequence","37.40","",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|NL","Without Sequence","40.10","",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|NL","Without Sequence","40.00","",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|NL","Without Sequence","36.20","",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|NL","Without Sequence","32.44","",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|NL","Without Sequence","27.36","",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|NL","Without Sequence","26.43","",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|NL","Without Sequence","26.09","",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|NL","Without Sequence","27.94","",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|NL","Without Sequence","28.03","",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|NL","Without Sequence","25.87","",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|NL","Without Sequence","23.75","",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|NL","Without Sequence","31.28","",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|NL","Without Sequence","40.02","",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|NL","Without Sequence","40.07","",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|NL","Without Sequence","38.20","",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|NL","Without Sequence","39.64","",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|NL","Without Sequence","39.86","",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|NL","Without Sequence","38.00","",""
