"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|NL","Without Sequence","96.29","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|NL","Without Sequence","98.22","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|NL","Without Sequence","92.29","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|NL","Without Sequence","91.65","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|NL","Without Sequence","96.50","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|NL","Without Sequence","100.13","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|NL","Without Sequence","103.03","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|NL","Without Sequence","107.43","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|NL","Without Sequence","108.47","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|NL","Without Sequence","104.00","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|NL","Without Sequence","100.13","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|NL","Without Sequence","94.21","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|NL","Without Sequence","94.92","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|NL","Without Sequence","86.80","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|NL","Without Sequence","82.25","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|NL","Without Sequence","80.20","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|NL","Without Sequence","76.13","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|NL","Without Sequence","73.01","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|NL","Without Sequence","73.01","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|NL","Without Sequence","74.59","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|NL","Without Sequence","75.10","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|NL","Without Sequence","81.39","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|NL","Without Sequence","88.40","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|NL","Without Sequence","92.23","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|NL","Without Sequence","97.30","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|NL","Without Sequence","100.43","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|NL","Without Sequence","99.16","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|NL","Without Sequence","94.52","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|NL","Without Sequence","92.45","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|NL","Without Sequence","94.18","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|NL","Without Sequence","99.22","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|NL","Without Sequence","104.69","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|NL","Without Sequence","103.63","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|NL","Without Sequence","99.00","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|NL","Without Sequence","92.14","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|NL","Without Sequence","88.00","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|NL","Without Sequence","86.57","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|NL","Without Sequence","79.87","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|NL","Without Sequence","84.08","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|NL","Without Sequence","79.82","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|NL","Without Sequence","76.76","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|NL","Without Sequence","73.46","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|NL","Without Sequence","71.86","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|NL","Without Sequence","72.08","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|NL","Without Sequence","74.90","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|NL","Without Sequence","77.69","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|NL","Without Sequence","81.79","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|NL","Without Sequence","84.86","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|NL","Without Sequence","87.14","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|NL","Without Sequence","89.13","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|NL","Without Sequence","88.66","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|NL","Without Sequence","84.81","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|NL","Without Sequence","84.34","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|NL","Without Sequence","88.01","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|NL","Without Sequence","93.42","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|NL","Without Sequence","101.77","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|NL","Without Sequence","104.85","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|NL","Without Sequence","103.55","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|NL","Without Sequence","100.50","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|NL","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|NL","Without Sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|NL","Without Sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|NL","Without Sequence","87.02","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|NL","Without Sequence","84.35","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|NL","Without Sequence","81.71","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|NL","Without Sequence","79.00","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|NL","Without Sequence","78.47","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|NL","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|NL","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|NL","Without Sequence","111.09","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|NL","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|NL","Without Sequence","117.83","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|NL","Without Sequence","110.58","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|NL","Without Sequence","103.00","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|NL","Without Sequence","84.90","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|NL","Without Sequence","89.56","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|NL","Without Sequence","100.00","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|NL","Without Sequence","107.98","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|NL","Without Sequence","116.39","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|NL","Without Sequence","129.15","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|NL","Without Sequence","125.08","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|NL","Without Sequence","111.90","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|NL","Without Sequence","100.10","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|NL","Without Sequence","91.00","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|NL","Without Sequence","92.00","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|NL","Without Sequence","91.49","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|NL","Without Sequence","80.95","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|NL","Without Sequence","79.98","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|NL","Without Sequence","85.00","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|NL","Without Sequence","83.42","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|NL","Without Sequence","80.57","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|NL","Without Sequence","85.80","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|NL","Without Sequence","83.90","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|NL","Without Sequence","91.12","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|NL","Without Sequence","125.70","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|NL","Without Sequence","119.96","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|NL","Without Sequence","98.00","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|NL","Without Sequence","90.00","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|NL","Without Sequence","78.80","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|NL","Without Sequence","77.78","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|NL","Without Sequence","85.00","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|NL","Without Sequence","99.90","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|NL","Without Sequence","112.67","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|NL","Without Sequence","135.69","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|NL","Without Sequence","129.25","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|NL","Without Sequence","126.30","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|NL","Without Sequence","108.82","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|NL","Without Sequence","93.66","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|NL","Without Sequence","84.90","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|NL","Without Sequence","88.00","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|NL","Without Sequence","75.54","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|NL","Without Sequence","86.76","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|NL","Without Sequence","86.73","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|NL","Without Sequence","81.22","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|NL","Without Sequence","80.48","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|NL","Without Sequence","77.90","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|NL","Without Sequence","79.30","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|NL","Without Sequence","96.00","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|NL","Without Sequence","132.52","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|NL","Without Sequence","130.39","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|NL","Without Sequence","111.21","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|NL","Without Sequence","109.13","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|NL","Without Sequence","89.10","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|NL","Without Sequence","87.45","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|NL","Without Sequence","84.90","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|NL","Without Sequence","106.34","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|NL","Without Sequence","127.94","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|NL","Without Sequence","143.79","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|NL","Without Sequence","140.00","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|NL","Without Sequence","132.15","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|NL","Without Sequence","120.00","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|NL","Without Sequence","97.30","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|NL","Without Sequence","91.30","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|NL","Without Sequence","82.31","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|NL","Without Sequence","91.75","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|NL","Without Sequence","88.59","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|NL","Without Sequence","87.25","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|NL","Without Sequence","82.38","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|NL","Without Sequence","81.20","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|NL","Without Sequence","79.60","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|NL","Without Sequence","90.00","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|NL","Without Sequence","116.87","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|NL","Without Sequence","141.00","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|NL","Without Sequence","129.16","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|NL","Without Sequence","113.65","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|NL","Without Sequence","106.48","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|NL","Without Sequence","99.38","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|NL","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|NL","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|NL","Without Sequence","117.31","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|NL","Without Sequence","132.62","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|NL","Without Sequence","147.06","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|NL","Without Sequence","136.70","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|NL","Without Sequence","132.31","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|NL","Without Sequence","117.88","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|NL","Without Sequence","107.19","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|NL","Without Sequence","100.00","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|NL","Without Sequence","81.00","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|NL","Without Sequence","82.12","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|NL","Without Sequence","80.63","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|NL","Without Sequence","83.13","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|NL","Without Sequence","77.29","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|NL","Without Sequence","78.00","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|NL","Without Sequence","79.18","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|NL","Without Sequence","81.32","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|NL","Without Sequence","118.20","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|NL","Without Sequence","140.74","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|NL","Without Sequence","134.96","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|NL","Without Sequence","122.01","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|NL","Without Sequence","114.73","",""
